ax,ay,az
-6.167945,3.7239392,-0.5216475
-2.184911,3.4094126,-1.916743
-1.640167,3.0280597,-1.7519965
-4.958865,2.1280892,3.1832428
-2.31389,1.4243529,3.1399841
-0.1431869,1.6871811,0.22777529
-1.3858356,-1.1152737,0.34878543
-1.1410282,-2.5847812,1.0076632
1.3077636,-1.3763735,0.4930861
2.2581728,-1.8706298,-3.953715
-0.89339083,-1.4423958,-3.388955
0.24931449,-1.378104,1.6708249
2.1842716,0.17663468,-0.6745031
1.5078286,4.0798345,-0.20960808
4.8825955,0.5109733,2.1480157
2.509956,-2.4184222,-1.1553787
0.13031748,2.0155811,0.03268677
4.050697,3.1833446,2.647575
-0.23398866,-0.4152765,0.713453
-1.9315531,0.81172043,-1.4285294
1.9230188,-1.3668988,1.4937851
0.18436699,-2.6381278,3.6800659
-2.7915761,-1.2630664,-2.0690532
0.7947399,-2.8735378,-2.5984538
2.0236278,0.8225301,-0.88693345
0.7667725,-1.2392116,-1.9300398
5.3976283,-4.0658607,-2.4997308
1.3464694,-1.6725092,-1.1588732
0.70016897,1.0400985,0.7677102
4.454154,1.8249695,-2.8080602
2.183612,1.0188264,-0.4865437
3.122102,2.1997402,0.1793381
1.367546,2.011151,-0.5147459
0.34473547,4.8617167,1.0557479
1.6902379,3.531017,-1.6452631
-1.7894799,-0.4174533,-2.135917
-2.1527584,2.726173,-0.7089707
-0.7873382,2.9202547,1.7777596
-1.6794416,1.3916252,-2.8184521
-1.7582366,0.5184001,-3.1825392
-3.1199543,-1.5546218,1.0476342
-2.8002262,-3.3322964,-3.8787165
-4.855462,-2.775553,1.663455
-5.5653124,-2.6525633,4.366529
0.4119639,-4.06835,-5.1161256
-0.5727786,0.3693056,-2.816201
-4.062632,0.321828,-0.18618946
3.2381968,-1.576537,2.810852
2.874055,1.4533867,3.5260513
-1.6409873,-2.7849364,-0.72127354
-0.10648545,0.4585253,0.48794383
-3.326015,2.1818607,-1.6870311
-1.9088439,-4.996782,2.0077713
-3.661124,-0.16290459,2.4522042
-1.7409923,2.0627878,-1.5825671
1.8662406,3.2814198,-1.0678284
-1.4994615,3.2295702,-2.7727292
3.1033406,-2.931057,0.97855926
-0.40361848,-2.1249034,3.659524
0.42739064,-0.61119604,3.0994933
4.422074,-2.251076,0.844051
-2.6416655,-1.8088789,1.105361
-1.3623072,-0.17654411,4.177104
1.5034003,-4.890224,1.0518526
2.6476812,-4.874786,0.2464018
3.3662822,-0.69417804,-0.6711296
0.09264699,-3.0404959,-2.5480223
-0.41300794,-2.030651,-0.98657787
-1.4803679,1.0165362,-0.15986007
-0.80578667,4.607361,1.7422092
3.7606053,2.9630444,-0.21894021
2.2428775,-0.5925626,-1.5753807
-0.47648066,4.0213003,1.1742966
-1.0834651,2.6232688,1.7813182
-1.4222902,-1.0911186,1.214199
1.3297431,3.6590514,-0.94042903
-1.062879,2.197949,1.1180444
-1.3823143,-4.5191574,2.3546844
2.3942544,-4.6746683,-1.1652832
-2.4622831,0.044723626,-2.0847435
-1.1414275,1.3947262,-2.7583337
1.7767044,-1.9761897,0.2725164
-1.1467677,-2.860728,3.3926013
-0.7875575,-3.3629913,1.8276386
1.4626995,-0.31885514,1.6825105
3.1725905,1.4244112,1.5857782
4.030269,-0.659708,0.5950483
5.3383994,2.3061643,0.2917506
0.7607596,2.8307407,1.9400296
2.1398585,-1.015669,2.342575
3.7519836,-2.5236497,-3.7108998
-1.9821422,0.3355977,-3.884128
3.0096784,4.2506647,1.6884915
0.81078917,4.6061964,-0.97752696
-1.8206757,-0.09786845,-0.33334106
5.666857,-2.1782038,2.72527
-0.24069603,1.0313529,0.45271352
0.9954336,4.525612,-0.6741771
6.8217454,2.7893715,-1.4765257
-0.23061189,1.610376,-0.10759155
-0.3680267,4.554371,-0.74120355
2.175136,0.6746713,-3.5478358
2.405956,2.4706771,-1.4130701
0.32662117,4.558183,-1.5129431
-2.8030698,0.015453876,0.13673224
-4.576624,-1.2811778,1.024074
-7.8453608,-2.7971883,-2.1391842
-8.903124,-0.12703161,2.3354354
-6.3803096,-2.2516892,5.9044104
-3.0059662,-2.7171648,1.4034703
-2.218448,-0.19918293,0.50699323
0.6834104,-1.8834829,3.444717
-1.6341037,-0.60617954,-0.28606954
-1.2151624,-2.0284638,3.8844955
0.7050283,-1.0789262,3.7904215
-2.3220305,-4.339397,-1.221214
-0.9020854,-3.0611138,5.8906455
-2.2902684,2.5695336,0.34341156
1.7931545,-1.1881679,-1.1159536
-0.32551512,-0.4795784,1.9231304
-2.6911051,2.4784696,-0.61485213
2.6366262,3.5110457,1.0183485
2.2265508,0.96567893,-2.5491092
1.4459921,-1.7647517,-1.978403
-1.3957702,-1.4054835,-1.8759547
0.340646,3.9227006,-3.5619936
-1.9376806,3.755402,-2.7943945
0.004356031,1.3387555,0.84041864
2.5832,2.0289433,1.9587855
-2.7245047,-1.9708074,2.2429252
3.097608,1.2580613,1.9875104
2.8036876,-1.266558,-5.4152036
-1.691585,-2.5064287,-2.9653716
-0.21596247,-0.25089523,-2.056213
2.7849548,-0.316091,0.33635664
1.6617274,0.014882068,3.2599943
-4.3631134,-3.5173137,-2.3462727
-0.36246377,-3.2985477,-1.9270557
-0.66113704,-2.161094,-0.282525
-3.9060934,2.8962364,-0.45835188
-3.506997,1.4306786,1.2022923
-7.218469,0.11247637,1.7219956
-4.824825,1.9975201,-1.2515523
-3.624211,1.1694384,4.3390756
-0.80717516,2.3956058,5.575376
1.2913592,-0.25819057,-1.8034385
-0.9626782,0.3851252,-1.2467982
2.2620275,0.12853315,0.21038939
3.462383,-0.7597981,-2.3152928
1.5790274,-1.540688,-1.4991221
-2.057333,-1.8756826,0.6906412
0.26872596,1.816961,-0.020037437
5.528972,-0.5141806,2.6389158
3.342375,-3.1977937,3.934577
0.25532776,0.41056487,3.209978
2.050114,-0.018282838,-0.67566353
6.3510385,-3.8333395,-1.0658863
2.372033,-3.4049172,4.127489
2.4325016,-3.068743,1.2432317
4.812807,-4.381015,1.5728289
0.9502048,-2.2094526,0.58581847
0.7180506,-1.340877,-2.5223477
-0.026553659,-2.4664645,0.43442392
-0.47088745,1.0057714,0.108772546
-4.733625,1.4663101,-1.4742377
-2.7481058,0.9360998,-2.7973773
0.054089647,2.1323168,-5.6568418
-1.90177,1.9620693,-6.5046234
-2.6165845,3.444372,-1.2609228
-2.7927928,2.2603493,-0.8075756
3.2978778,-4.3655734,-1.276456
1.116437,-3.983689,-2.120632
2.598812,-0.91169465,-1.6607414
2.7115424,-2.6169512,0.18804786
0.19859241,2.679332,-3.4213886
7.349324,3.5592575,2.1786544
2.3203416,1.5379122,-0.11408775
1.2383062,5.843479,-2.4789588
3.6742322,1.9519153,1.3017693
1.3351957,-0.27427867,0.26056385
3.3292153,4.432872,3.279959
-0.69340265,1.1687169,-1.8791058
-0.21972348,-0.4854431,-2.159069
1.3070332,2.2936532,2.6393375
-2.4343734,1.1030949,-0.6355994
-2.3674197,0.7720907,-1.046592
1.6889819,0.90002763,-2.069814
2.300732,-0.91787654,-4.4046497
-1.7689438,-2.1389244,-0.84947425
-0.88550687,-0.39689752,2.8760662
-1.2256031,-0.46920273,4.1982784
-1.9202291,-2.0569742,2.204852
1.0927544,-0.8207096,2.8490088
-0.8215537,-0.5959931,4.670164
-3.7484195,1.608077,1.2599708
-2.345352,2.6185687,2.9342597
-2.8142712,-3.0772662,0.9769008
-2.3268733,-2.6803563,1.5306624
0.14157394,-0.6747152,0.59819
0.9735562,-1.1459204,-3.3552566
2.6646042,3.2797728,3.3870707
1.3630829,1.2262863,-0.020501789
-0.5961747,1.1395494,-1.7430413
-0.9061185,1.3932587,0.6451507
-3.0067396,-0.059003834,-5.0079827
1.5672119,1.0159185,-5.0671225
5.983273,-3.7400236,-1.8995609
3.9406438,0.86156464,-2.6648943
0.64252853,0.15925786,-3.5093803
-1.642902,-0.8543416,-2.4387038
-0.1391379,5.010975,-1.1436852
-1.7710515,2.2990491,2.222205
-0.099747226,1.1388518,-0.59588856
0.7292743,-0.66044617,2.3242424
-1.7441611,-0.4818227,4.782413
1.4873497,-1.1585174,-0.020700365
-1.2876993,-2.3941095,3.6290667
-2.2354932,-2.0067053,1.2114552
0.40033472,4.05541,2.0303907
-2.1284735,3.5529547,4.016166
-0.5004092,-1.1147926,0.3979914
-0.44748068,3.502435,4.744499
-2.2071145,2.6672611,3.2923477
1.4691341,4.0685425,0.8878772
4.6432886,1.3495445,3.814319
0.60339516,1.383091,-0.07932473
-1.356934,0.022850055,-2.0607228
0.88187194,-3.7428036,-0.59554106
-0.644064,1.4763491,-3.0726469
-1.3459133,-3.3374522,-2.995882
-2.3030994,-1.3868425,-0.27386397
0.7135848,-0.28324583,-0.3352175
3.7413576,-3.800829,0.36860693
-1.009089,-1.7954396,-1.5973785
-0.70288926,-4.4117436,0.19344933
1.7347547,-0.1119218,4.037783
-1.6201292,1.6234692,0.267119
-0.42362013,-3.0053067,3.6861792
0.6666225,-2.2527866,1.5114537
-0.29573655,0.022548182,-3.5287704
1.1173531,0.27778217,0.781859
-1.4466693,1.5823917,-1.1000372
-3.8398013,-3.090375,-0.21203683
-4.2270017,-3.491191,0.27072808
-2.7274096,3.0743613,-1.9754511
-2.2967951,-4.2037654,1.9125147
-3.1187694,-0.69856167,4.8149505
-0.57175106,3.612301,-0.7037564
-1.8170168,-0.6848276,-4.858625
-1.7721027,0.6273363,-0.20821038
0.26492456,-4.1374273,-2.0276215
-0.2000387,-1.7735646,-3.442873
-2.0965188,0.64512384,-1.9704738
-3.0964792,0.46125776,-2.0058615
-1.1279284,-0.7259028,1.434198
-1.2073357,0.54808974,0.8274086
2.8860507,3.2793255,-3.7598808
4.3986697,0.2764045,-3.8452017
1.9696202,0.49392363,-0.82750064
2.494586,-4.243981,-3.202365
-1.1950223,-1.99965,-2.3830557
-0.6075636,-3.951348,1.6159523
0.2518815,-6.733053,0.59816784
-1.2352047,2.5549982,-0.48527014
2.2808995,0.15882513,-0.5416561
0.11065072,0.48536047,-1.9509634
-3.4984956,4.5985746,-2.4754317
-1.5704689,3.8360553,-4.0213084
-0.009143743,0.820116,-1.1659164
-1.6012,-1.5809681,2.3929777
-0.5014008,2.5007718,-2.3864105
-0.0038347582,3.096968,0.57607126
-1.153333,1.4269139,0.82947683
2.162042,2.2766733,-1.3419377
0.9405537,2.2715876,0.4649289
-2.477617,2.702669,0.8069525
-2.3500516,1.3585981,2.261031
0.3094617,1.0038981,-2.721736
2.8309286,1.9417279,-3.5263813
0.3002658,-2.8103514,-1.4535453
3.1612391,-2.2801242,1.3408403
3.0811446,-0.42821747,2.2383184
-0.72799826,-0.91106105,-1.8306203
5.6199107,1.179375,1.6001465
5.3471646,-0.9916203,1.3066443
0.57034534,1.002995,-0.50154704
-0.5394406,0.0005776297,0.9072087
-0.6910249,-1.3588339,-1.5995214
-0.43690187,3.7317371,0.83206856
2.4636676,2.6112394,2.716532
0.69750834,-0.38041583,1.163927
-3.405301,-2.490998,1.9896135
-0.44094896,-4.133325,1.3209071
-2.7680829,-2.629174,-0.060556583
0.2091006,0.8012798,1.5429201
1.2771156,-1.1711514,2.848731
-3.7957609,-4.7337694,1.670408
0.5402594,-3.4801404,1.3091019
-2.5397818,1.7492735,2.8915274
-3.932573,4.950779,3.1685395
2.477549,3.1175966,-0.60425335
0.8173685,-0.8770571,-2.4057715
-0.021908842,-2.4823217,3.6141627
-0.8621874,1.2344539,1.4596795
-0.42155105,-3.227395,-3.4482238
2.7412407,-3.7160218,0.022808477
-0.983641,-0.86889815,-2.7299953
-5.033229,-2.6134624,-1.8518661
-2.7081814,0.4883447,1.3055826
-1.1144462,-1.9637752,-1.6446109
-1.8934224,-2.7835023,-2.8645985
0.4818389,-1.5751885,-4.0573115
1.5808691,-2.1144702,-3.6449428
5.3400474,-0.5076833,-0.16056219
3.6100674,-2.0066543,-3.5183659
-0.90951717,-0.8422478,-4.4713516
5.11907,3.5464287,0.180712
7.3551755,3.0431066,-0.14777258
4.8806005,1.3463753,-2.1862872
2.511798,0.7614924,-1.4522285
4.116279,0.25674352,1.6566353
2.7858148,0.6491757,-1.7268969
-1.1192684,-0.35007846,2.5664592
-1.0226676,2.6007266,4.3157964
-4.166828,3.9596786,-0.8101612
-4.3290324,0.9584665,3.3018184
0.29454803,-1.9939724,1.4543526
3.0286777,-4.7208543,2.8478208
0.97348803,-0.12588307,2.8818038
-0.5153441,3.0182278,0.5428286
1.9542918,1.4710068,2.8706539
2.5705457,-0.040901914,1.0593239
0.15813681,-1.5147151,-0.3991857
0.56588393,-0.36116862,-1.0588242
-2.7728653,-0.84443545,0.22326964
-5.534686,-0.48153535,-1.9723539
-1.5082059,4.9482975,-0.6913539
-2.0673943,5.259891,0.58441156
-1.6625309,-0.46026796,-5.1072826
-2.274692,0.49661502,-1.9583576
-1.865875,0.91178215,-0.7898659
2.244954,1.8616008,-3.1471612
-2.7345214,1.3573159,2.693695
-5.234585,-1.1732963,4.65753
-3.56149,4.4406548,2.74477
-3.3531396,4.6435933,0.48490262
-1.2958789,1.2751231,-0.7343447
-0.6785168,-0.030330746,0.20868124
1.4469476,0.5608163,-1.9168795
1.0042053,1.7644312,-1.2770442
-0.5154138,1.4418607,-1.2606827
-0.9397035,-0.9020775,-1.2330089
0.94608516,-2.0084698,2.2152665
3.1004555,-1.7859493,3.085658
-0.13379343,-4.15415,-2.4266193
0.9057961,-2.3032382,-1.5348216
1.243027,-1.3631725,4.7977448
-3.1277027,-0.3442581,-1.0607103
-0.19504042,0.07309924,0.54554206
2.3462234,-3.4318905,3.205653
1.212163,0.53531766,0.06610698
1.8171623,6.200924,2.808934
-3.352485,1.2913651,1.6439575
-3.2695827,-3.3469174,1.9208432
2.1826653,-0.13288562,0.11523847
0.3080191,-1.8276548,-2.2638693
1.2534283,-0.14770813,-1.9823718
4.6542764,4.6930113,-2.0111413
4.373402,0.35142887,-1.6113763
3.1423163,1.7914526,-2.4693892
1.8345609,4.862948,2.2336936
1.5093346,1.4347024,1.06552
-1.587102,-0.78762084,-0.35700366
-2.1506894,-0.26355484,3.1580496
1.7263936,1.0002627,1.3698223
0.80195504,3.88565,4.4294267
-0.48563784,4.0702615,2.3136158
-1.9411238,0.029937929,-1.1282996
-1.0172044,-0.91706765,1.2048534
-2.7312853,1.2127699,1.1068645
-5.5597115,4.379131,3.2725315
